"","SubjectNo","Education"
"16696",17,"College"
"16697",17,"College"
"16698",17,"College"
"16699",17,"College"
"16700",17,"College"
"16701",17,"College"
"16702",17,"College"
"16703",17,"College"
"16704",17,"College"
"16705",17,"College"
"16706",17,"College"
"16707",17,"College"
"16708",17,"College"
"16709",17,"College"
"16710",17,"College"
"16711",17,"College"
"16712",17,"College"
"16713",17,"College"
"16714",17,"College"
"16715",17,"College"
"16716",17,"College"
"16717",17,"College"
"16718",17,"College"
"16719",17,"College"
"16720",17,"College"
"16721",17,"College"
"16722",17,"College"
"16723",17,"College"
"16724",17,"College"
"16725",17,"College"
"16726",17,"College"
"16727",17,"College"
"16728",17,"College"
"16729",17,"College"
"16730",17,"College"
"16731",17,"College"
"16732",17,"College"
"16733",17,"College"
"16734",17,"College"
"16735",17,"College"
"16736",17,"College"
"16737",17,"College"
"16738",17,"College"
"16739",17,"College"
"16740",17,"College"
"16741",17,"College"
"16742",17,"College"
"16743",17,"College"
"16744",17,"College"
"16745",17,"College"
"16746",17,"College"
"16747",17,"College"
"16748",17,"College"
"16749",17,"College"
"16750",17,"College"
"16751",17,"College"
"16752",17,"College"
"16753",17,"College"
"16754",17,"College"
"16755",17,"College"
"16756",17,"College"
"16757",17,"College"
"16758",17,"College"
"16759",17,"College"
"16760",17,"College"
"16761",17,"College"
"16762",17,"College"
"16763",17,"College"
"16764",17,"College"
"16765",17,"College"
"16766",17,"College"
"16767",17,"College"
"16768",17,"College"
"16769",17,"College"
"16770",17,"College"
"16771",17,"College"
"16772",17,"College"
"16773",17,"College"
"16774",17,"College"
"16775",17,"College"
"16776",17,"College"
"16777",17,"College"
"16778",17,"College"
"16779",17,"College"
"16780",17,"College"
"16781",17,"College"
"16782",17,"College"
"16783",17,"College"
"16784",17,"College"
"16785",17,"College"
"16786",17,"College"
"16787",17,"College"
"16788",17,"College"
"16789",17,"College"
"16790",17,"College"
"16791",17,"College"
"16792",17,"College"
"16793",17,"College"
"16794",17,"College"
"16795",17,"College"
"16796",17,"College"
"16797",17,"College"
"16798",17,"College"
"16799",17,"College"
"16800",17,"College"
"16801",17,"College"
"16802",17,"College"
"16803",17,"College"
"16804",17,"College"
"16805",17,"College"
"16806",17,"College"
"16807",17,"College"
"16808",17,"College"
"16809",17,"College"
"16810",17,"College"
"16811",17,"College"
"16812",17,"College"
"16813",17,"College"
"16814",17,"College"
"16815",17,"College"
"16816",17,"College"
"16817",17,"College"
"16818",17,"College"
"16819",17,"College"
"16820",17,"College"
"16821",17,"College"
"16822",17,"College"
"16823",17,"College"
"16824",17,"College"
"16825",17,"College"
"16826",17,"College"
"16827",17,"College"
"16828",17,"College"
"16829",17,"College"
"16830",17,"College"
"16831",17,"College"
"16832",17,"College"
"16833",17,"College"
"16834",17,"College"
"16835",17,"College"
"16836",17,"College"
"16837",17,"College"
"16838",17,"College"
"16839",17,"College"
"16840",17,"College"
"16841",17,"College"
"16842",17,"College"
"16843",17,"College"
"16844",17,"College"
"16845",17,"College"
"16846",17,"College"
"16847",17,"College"
"16848",17,"College"
"16849",17,"College"
"16850",17,"College"
"16851",17,"College"
"16852",17,"College"
"16853",17,"College"
"16854",17,"College"
"16855",17,"College"
"16856",17,"College"
"16857",17,"College"
"16858",17,"College"
"16859",17,"College"
"16860",17,"College"
"16861",17,"College"
"16862",17,"College"
"16863",17,"College"
"16864",17,"College"
"16865",17,"College"
"16866",17,"College"
"16867",17,"College"
"16868",17,"College"
"16869",17,"College"
"16870",17,"College"
"16871",17,"College"
"16872",17,"College"
"16873",17,"College"
"16874",17,"College"
"16875",17,"College"
"16876",17,"College"
"16877",17,"College"
"16878",17,"College"
"16879",17,"College"
"16880",17,"College"
"16881",17,"College"
"16882",17,"College"
"16883",17,"College"
"16884",17,"College"
"16885",17,"College"
"16886",17,"College"
"16887",17,"College"
"16888",17,"College"
"16889",17,"College"
"16890",17,"College"
"16891",17,"College"
"16892",17,"College"
"16893",17,"College"
"16894",17,"College"
"16895",17,"College"
"16896",17,"College"
"16897",17,"College"
"16898",17,"College"
"16899",17,"College"
"16900",17,"College"
"16901",17,"College"
"16902",17,"College"
"16903",17,"College"
"16904",17,"College"
"16905",17,"College"
"16906",17,"College"
"16907",17,"College"
"16908",17,"College"
"16909",17,"College"
"16910",17,"College"
"16911",17,"College"
"16912",17,"College"
"16913",17,"College"
"16914",17,"College"
"16915",17,"College"
"16916",17,"College"
"16917",17,"College"
"16918",17,"College"
"16919",17,"College"
"16920",17,"College"
"16921",17,"College"
"16922",17,"College"
"16923",17,"College"
"16924",17,"College"
"16925",17,"College"
"16926",17,"College"
"16927",17,"College"
"16928",17,"College"
"16929",17,"College"
"16930",17,"College"
"16931",17,"College"
"16932",17,"College"
"16933",17,"College"
"16934",17,"College"
"16935",17,"College"
"16936",17,"College"
"16937",17,"College"
"16938",17,"College"
"16939",17,"College"
"16940",17,"College"
"16941",17,"College"
"16942",17,"College"
"16943",17,"College"
"16944",17,"College"
"16945",17,"College"
"16946",17,"College"
"16947",17,"College"
"16948",17,"College"
"16949",17,"College"
"16950",17,"College"
"16951",17,"College"
"16952",17,"College"
"16953",17,"College"
"16954",17,"College"
"16955",17,"College"
"16956",17,"College"
"16957",17,"College"
"16958",17,"College"
"16959",17,"College"
"16960",17,"College"
"16961",17,"College"
"16962",17,"College"
"16963",17,"College"
"16964",17,"College"
"16965",17,"College"
"16966",17,"College"
"16967",17,"College"
"16968",17,"College"
"16969",17,"College"
"16970",17,"College"
"16971",17,"College"
"16972",17,"College"
"16973",17,"College"
"16974",17,"College"
"16975",17,"College"
"16976",17,"College"
"16977",17,"College"
"16978",17,"College"
"16979",17,"College"
"16980",17,"College"
"16981",17,"College"
"16982",17,"College"
"16983",17,"College"
"16984",17,"College"
"16985",17,"College"
"16986",17,"College"
"16987",17,"College"
"16988",17,"College"
"16989",17,"College"
"16990",17,"College"
"16991",17,"College"
"16992",17,"College"
"16993",17,"College"
"16994",17,"College"
"16995",17,"College"
"16996",17,"College"
"16997",17,"College"
"16998",17,"College"
"16999",17,"College"
"17000",17,"College"
"17001",18,"College"
"17002",18,"College"
"17003",18,"College"
"17004",18,"College"
"17005",18,"College"
"17006",18,"College"
"17007",18,"College"
"17008",18,"College"
"17009",18,"College"
"17010",18,"College"
"17011",18,"College"
"17012",18,"College"
"17013",18,"College"
"17014",18,"College"
"17015",18,"College"
"17016",18,"College"
"17017",18,"College"
"17018",18,"College"
"17019",18,"College"
"17020",18,"College"
"17021",18,"College"
"17022",18,"College"
"17023",18,"College"
"17024",18,"College"
"17025",18,"College"
"17026",18,"College"
"17027",18,"College"
"17028",18,"College"
"17029",18,"College"
"17030",18,"College"
"17031",18,"College"
"17032",18,"College"
"17033",18,"College"
"17034",18,"College"
"17035",18,"College"
"17036",18,"College"
"17037",18,"College"
"17038",18,"College"
"17039",18,"College"
"17040",18,"College"
"17041",18,"College"
"17042",18,"College"
"17043",18,"College"
"17044",18,"College"
"17045",18,"College"
"17046",18,"College"
"17047",18,"College"
"17048",18,"College"
"17049",18,"College"
"17050",18,"College"
"17051",18,"College"
"17052",18,"College"
"17053",18,"College"
"17054",18,"College"
"17055",18,"College"
"17056",18,"College"
"17057",18,"College"
"17058",18,"College"
"17059",18,"College"
"17060",18,"College"
"17061",18,"College"
"17062",18,"College"
"17063",18,"College"
"17064",18,"College"
"17065",18,"College"
"17066",18,"College"
"17067",18,"College"
"17068",18,"College"
"17069",18,"College"
"17070",18,"College"
"17071",18,"College"
"17072",18,"College"
"17073",18,"College"
"17074",18,"College"
"17075",18,"College"
"17076",18,"College"
"17077",18,"College"
"17078",18,"College"
"17079",18,"College"
"17080",18,"College"
"17081",18,"College"
"17082",18,"College"
"17083",18,"College"
"17084",18,"College"
"17085",18,"College"
"17086",18,"College"
"17087",18,"College"
"17088",18,"College"
"17089",18,"College"
"17090",18,"College"
"17091",18,"College"
"17092",18,"College"
"17093",18,"College"
"17094",18,"College"
"17095",18,"College"
"17096",18,"College"
"17097",18,"College"
"17098",18,"College"
"17099",18,"College"
"17100",18,"College"
"17101",18,"College"
"17102",18,"College"
"17103",18,"College"
"17104",18,"College"
"17105",18,"College"
"17106",18,"College"
"17107",18,"College"
"17108",18,"College"
"17109",18,"College"
"17110",18,"College"
"17111",18,"College"
"17112",18,"College"
"17113",18,"College"
"17114",18,"College"
"17115",18,"College"
"17116",18,"College"
"17117",18,"College"
"17118",18,"College"
"17119",18,"College"
"17120",18,"College"
"17121",18,"College"
"17122",18,"College"
"17123",18,"College"
"17124",18,"College"
"17125",18,"College"
"17126",18,"College"
"17127",18,"College"
"17128",18,"College"
"17129",18,"College"
"17130",18,"College"
"17131",18,"College"
"17132",18,"College"
"17133",18,"College"
"17134",18,"College"
"17135",18,"College"
"17136",18,"College"
"17137",18,"College"
"17138",18,"College"
"17139",18,"College"
"17140",18,"College"
"17141",18,"College"
"17142",18,"College"
"17143",18,"College"
"17144",18,"College"
"17145",18,"College"
"17146",18,"College"
"17147",18,"College"
"17148",18,"College"
"17149",18,"College"
"17150",18,"College"
"17151",18,"College"
"17152",18,"College"
"17153",18,"College"
"17154",18,"College"
"17155",18,"College"
"17156",18,"College"
"17157",18,"College"
"17158",18,"College"
"17159",18,"College"
"17160",18,"College"
"17161",18,"College"
"17162",18,"College"
"17163",18,"College"
"17164",18,"College"
"17165",18,"College"
"17166",18,"College"
"17167",18,"College"
"17168",18,"College"
"17169",18,"College"
"17170",18,"College"
"17171",18,"College"
"17172",18,"College"
"17173",18,"College"
"17174",18,"College"
"17175",18,"College"
"17176",18,"College"
"17177",18,"College"
"17178",18,"College"
"17179",18,"College"
"17180",18,"College"
"17181",18,"College"
"17182",18,"College"
"17183",18,"College"
"17184",18,"College"
"17185",18,"College"
"17186",18,"College"
"17187",18,"College"
"17188",18,"College"
"17189",18,"College"
"17190",18,"College"
"17191",18,"College"
"17192",18,"College"
"17193",18,"College"
"17194",18,"College"
"17195",18,"College"
"17196",18,"College"
"17197",18,"College"
"17198",18,"College"
"17199",18,"College"
"17200",18,"College"
"17201",18,"College"
"17202",18,"College"
"17203",18,"College"
"17204",18,"College"
"17205",18,"College"
"17206",18,"College"
"17207",18,"College"
"17208",18,"College"
"17209",18,"College"
"17210",18,"College"
"17211",18,"College"
"17212",18,"College"
"17213",18,"College"
"17214",18,"College"
"17215",18,"College"
"17216",18,"College"
"17217",18,"College"
"17218",18,"College"
"17219",18,"College"
"17220",18,"College"
"17221",18,"College"
"17222",18,"College"
"17223",18,"College"
"17224",18,"College"
"17225",18,"College"
"17226",18,"College"
"17227",18,"College"
"17228",18,"College"
"17229",18,"College"
"17230",18,"College"
"17231",18,"College"
"17232",18,"College"
"17233",18,"College"
"17234",18,"College"
"17235",18,"College"
"17236",18,"College"
"17237",18,"College"
"17238",18,"College"
"17239",18,"College"
"17240",18,"College"
"17241",18,"College"
"17242",18,"College"
"17243",18,"College"
"17244",18,"College"
"17245",18,"College"
"17246",18,"College"
"17247",18,"College"
"17248",18,"College"
"17249",18,"College"
"17250",18,"College"
"17251",18,"College"
"17252",18,"College"
"17253",18,"College"
"17254",18,"College"
"17255",18,"College"
"17256",18,"College"
"17257",18,"College"
"17258",18,"College"
"17259",18,"College"
"17260",18,"College"
"17261",18,"College"
"17262",18,"College"
"17263",18,"College"
"17264",18,"College"
"17265",18,"College"
"17266",18,"College"
"17267",18,"College"
"17268",18,"College"
"17269",18,"College"
"17270",18,"College"
"17271",18,"College"
"17272",18,"College"
"17273",18,"College"
"17274",18,"College"
"17275",18,"College"
"17276",18,"College"
"17277",18,"College"
"17278",18,"College"
"17279",18,"College"
"17280",18,"College"
"17281",18,"College"
"17282",18,"College"
"17283",18,"College"
"17284",18,"College"
"17285",18,"College"
"17286",18,"College"
"17287",18,"College"
"17288",18,"College"
"17289",18,"College"
"17290",18,"College"
"17291",18,"College"
"17292",18,"College"
"17293",18,"College"
"17294",18,"College"
"17295",18,"College"
"17296",18,"College"
"17297",18,"College"
"17298",18,"College"
"17299",18,"College"
"17300",18,"College"
"17301",18,"College"
"17302",18,"College"
"17303",18,"College"
"17304",18,"College"
"17305",18,"College"
"17306",18,"College"
"17307",18,"College"
"17308",18,"College"
"17309",18,"College"
"17310",18,"College"
"17311",18,"College"
"17312",18,"College"
"17313",18,"College"
"17314",18,"College"
"17315",18,"College"
"17316",18,"College"
"17317",18,"College"
"17318",18,"College"
"17319",18,"College"
"17320",18,"College"
"17321",18,"College"
"17322",18,"College"
"17323",18,"College"
"17324",18,"College"
"17325",18,"College"
"17326",18,"College"
"17327",18,"College"
"17328",18,"College"
"17329",18,"College"
"17330",18,"College"
"17331",18,"College"
"17332",18,"College"
"17333",18,"College"
"17334",18,"College"
"17335",18,"College"
"17336",18,"College"
"17337",18,"College"
"17338",18,"College"
"17339",18,"College"
"17340",18,"College"
"17341",18,"College"
"17342",18,"College"
"17343",18,"College"
"17344",18,"College"
"17345",18,"College"
"17346",18,"College"
"17347",18,"College"
"17348",18,"College"
"17349",18,"College"
"17350",18,"College"
"17351",18,"College"
"17352",18,"College"
"17353",18,"College"
"17354",18,"College"
"17355",18,"College"
"17356",18,"College"
"17357",18,"College"
"17358",18,"College"
"17359",18,"College"
"17360",18,"College"
"17361",18,"College"
"17362",18,"College"
"17363",18,"College"
"17364",18,"College"
"17365",18,"College"
"17366",18,"College"
"17367",18,"College"
"17368",18,"College"
"17369",18,"College"
"17370",18,"College"
"17371",18,"College"
"17372",18,"College"
"17373",18,"College"
"17374",18,"College"
"17375",18,"College"
"17376",18,"College"
"17377",18,"College"
"17378",18,"College"
"17379",18,"College"
"17380",18,"College"
"17381",18,"College"
"17382",18,"College"
"17383",18,"College"
"17384",18,"College"
"17385",18,"College"
"17386",18,"College"
"17387",18,"College"
"17388",18,"College"
"17389",18,"College"
"17390",18,"College"
"17391",18,"College"
"17392",18,"College"
"17393",18,"College"
"17394",18,"College"
"17395",18,"College"
"17396",18,"College"
"17397",18,"College"
"17398",18,"College"
"17399",18,"College"
"17400",18,"College"
"17401",18,"College"
"17402",18,"College"
"17403",18,"College"
"17404",18,"College"
"17405",18,"College"
"17406",18,"College"
"17407",18,"College"
"17408",18,"College"
"17409",18,"College"
"17410",18,"College"
"17411",18,"College"
"17412",18,"College"
"17413",18,"College"
"17414",18,"College"
"17415",18,"College"
"17416",18,"College"
"17417",18,"College"
"17418",18,"College"
"17419",18,"College"
"17420",18,"College"
"17421",18,"College"
"17422",18,"College"
"17423",18,"College"
"17424",18,"College"
"17425",18,"College"
"17426",18,"College"
"17427",18,"College"
"17428",18,"College"
"17429",18,"College"
"17430",18,"College"
"17431",18,"College"
"17432",18,"College"
"17433",18,"College"
"17434",18,"College"
"17435",18,"College"
"17436",18,"College"
"17437",18,"College"
"17438",18,"College"
"17439",18,"College"
"17440",18,"College"
"17441",18,"College"
"17442",18,"College"
"17443",18,"College"
"17444",18,"College"
"17445",18,"College"
"17446",18,"College"
"17447",18,"College"
"17448",18,"College"
"17449",18,"College"
"17450",18,"College"
"17451",18,"College"
"17452",18,"College"
"17453",18,"College"
"17454",18,"College"
"17455",18,"College"
"17456",18,"College"
"17457",18,"College"
"17458",18,"College"
"17459",18,"College"
"17460",18,"College"
"17461",18,"College"
"17462",18,"College"
"17463",18,"College"
"17464",18,"College"
"17465",18,"College"
"17466",18,"College"
"17467",18,"College"
"17468",18,"College"
"17469",18,"College"
"17470",18,"College"
"17471",18,"College"
"17472",18,"College"
"17473",18,"College"
"17474",18,"College"
"17475",18,"College"
"17476",18,"College"
"17477",18,"College"
"17478",18,"College"
"17479",18,"College"
"17480",18,"College"
"17481",18,"College"
"17482",18,"College"
"17483",18,"College"
"17484",18,"College"
"17485",18,"College"
"17486",18,"College"
"17487",18,"College"
"17488",18,"College"
"17489",18,"College"
"17490",18,"College"
"17491",18,"College"
"17492",18,"College"
"17493",18,"College"
"17494",18,"College"
"17495",18,"College"
"17496",18,"College"
"17497",18,"College"
"17498",18,"College"
"17499",18,"College"
"17500",18,"College"
"17501",18,"College"
"17502",18,"College"
"17503",18,"College"
"17504",18,"College"
"17505",18,"College"
"17506",18,"College"
"17507",18,"College"
"17508",18,"College"
"17509",18,"College"
"17510",18,"College"
"17511",18,"College"
"17512",18,"College"
"17513",18,"College"
"17514",18,"College"
"17515",18,"College"
"17516",18,"College"
"17517",18,"College"
"17518",18,"College"
"17519",18,"College"
"17520",18,"College"
"17521",18,"College"
"17522",18,"College"
"17523",18,"College"
"17524",18,"College"
"17525",18,"College"
"17526",18,"College"
"17527",18,"College"
"17528",18,"College"
"17529",18,"College"
"17530",18,"College"
"17531",18,"College"
"17532",18,"College"
"17533",18,"College"
"17534",18,"College"
"17535",18,"College"
"17536",18,"College"
"17537",18,"College"
"17538",18,"College"
"17539",18,"College"
"17540",18,"College"
"17541",18,"College"
"17542",18,"College"
"17543",18,"College"
"17544",18,"College"
"17545",18,"College"
"17546",18,"College"
"17547",18,"College"
"17548",18,"College"
"17549",18,"College"
"17550",18,"College"
"17551",18,"College"
"17552",18,"College"
"17553",18,"College"
"17554",18,"College"
"17555",18,"College"
"17556",18,"College"
"17557",18,"College"
"17558",18,"College"
"17559",18,"College"
"17560",18,"College"
"17561",18,"College"
"17562",18,"College"
"17563",18,"College"
"17564",18,"College"
"17565",18,"College"
"17566",18,"College"
"17567",18,"College"
"17568",18,"College"
"17569",18,"College"
"17570",18,"College"
"17571",18,"College"
"17572",18,"College"
"17573",18,"College"
"17574",18,"College"
"17575",18,"College"
"17576",18,"College"
"17577",18,"College"
"17578",18,"College"
"17579",18,"College"
"17580",18,"College"
"17581",18,"College"
"17582",18,"College"
"17583",18,"College"
"17584",18,"College"
"17585",18,"College"
"17586",18,"College"
"17587",18,"College"
"17588",18,"College"
"17589",18,"College"
"17590",18,"College"
"17591",18,"College"
"17592",18,"College"
"17593",18,"College"
"17594",18,"College"
"17595",18,"College"
"17596",18,"College"
"17597",18,"College"
"17598",18,"College"
"17599",18,"College"
"17600",18,"College"
"17601",18,"College"
"17602",18,"College"
"17603",18,"College"
"17604",18,"College"
"17605",18,"College"
"17606",18,"College"
"17607",18,"College"
"17608",18,"College"
"17609",18,"College"
"17610",18,"College"
"17611",18,"College"
"17612",18,"College"
"17613",18,"College"
"17614",18,"College"
"17615",18,"College"
"17616",18,"College"
"17617",18,"College"
"17618",18,"College"
"17619",18,"College"
"17620",18,"College"
"17621",18,"College"
"17622",18,"College"
"17623",18,"College"
"17624",18,"College"
"17625",18,"College"
"17626",18,"College"
"17627",18,"College"
"17628",18,"College"
"17629",18,"College"
"17630",18,"College"
"17631",18,"College"
"17632",18,"College"
"17633",18,"College"
"17634",18,"College"
"17635",18,"College"
"17636",18,"College"
"17637",18,"College"
"17638",18,"College"
"17639",18,"College"
"17640",18,"College"
"17641",18,"College"
"17642",18,"College"
"17643",18,"College"
"17644",18,"College"
"17645",18,"College"
"17646",18,"College"
"17647",18,"College"
"17648",18,"College"
"17649",18,"College"
"17650",18,"College"
"17651",18,"College"
"17652",18,"College"
"17653",18,"College"
"17654",18,"College"
"17655",18,"College"
"17656",18,"College"
"17657",18,"College"
"17658",18,"College"
"17659",18,"College"
"17660",18,"College"
"17661",18,"College"
"17662",18,"College"
"17663",18,"College"
"17664",18,"College"
"17665",18,"College"
"17666",18,"College"
"17667",18,"College"
"17668",18,"College"
"17669",18,"College"
"17670",18,"College"
"17671",18,"College"
"17672",18,"College"
"17673",18,"College"
"17674",18,"College"
"17675",18,"College"
"17676",18,"College"
"17677",18,"College"
"17678",18,"College"
"17679",18,"College"
"17680",18,"College"
"17681",18,"College"
"17682",18,"College"
"17683",18,"College"
"17684",18,"College"
"17685",18,"College"
"17686",18,"College"
"17687",18,"College"
"17688",18,"College"
"17689",18,"College"
"17690",18,"College"
"17691",18,"College"
"17692",18,"College"
"17693",18,"College"
"17694",18,"College"
"17695",18,"College"
"17696",18,"College"
"17697",18,"College"
"17698",18,"College"
"17699",18,"College"
"17700",18,"College"
"17701",18,"College"
"17702",18,"College"
"17703",18,"College"
"17704",18,"College"
"17705",18,"College"
"17706",18,"College"
"17707",18,"College"
"17708",18,"College"
"17709",18,"College"
"17710",18,"College"
"17711",18,"College"
"17712",18,"College"
"17713",18,"College"
"17714",18,"College"
"17715",18,"College"
"17716",18,"College"
"17717",18,"College"
"17718",18,"College"
"17719",18,"College"
"17720",18,"College"
"17721",18,"College"
"17722",18,"College"
"17723",18,"College"
"17724",18,"College"
"17725",18,"College"
"17726",18,"College"
"17727",18,"College"
"17728",18,"College"
"17729",18,"College"
"17730",18,"College"
"17731",18,"College"
"17732",18,"College"
"17733",18,"College"
"17734",18,"College"
"17735",18,"College"
"17736",18,"College"
"17737",18,"College"
"17738",18,"College"
"17739",18,"College"
"17740",18,"College"
"17741",18,"College"
"17742",18,"College"
"17743",18,"College"
"17744",18,"College"
"17745",18,"College"
"17746",18,"College"
"17747",18,"College"
"17748",18,"College"
"17749",18,"College"
"17750",18,"College"
"17751",18,"College"
"17752",18,"College"
"17753",18,"College"
"17754",18,"College"
"17755",18,"College"
"17756",18,"College"
"17757",18,"College"
"17758",18,"College"
"17759",18,"College"
"17760",18,"College"
"17761",18,"College"
"17762",18,"College"
"17763",18,"College"
"17764",18,"College"
"17765",18,"College"
"17766",18,"College"
"17767",18,"College"
"17768",18,"College"
"17769",18,"College"
"17770",18,"College"
"17771",18,"College"
"17772",18,"College"
"17773",18,"College"
"17774",18,"College"
"17775",18,"College"
"17776",18,"College"
"17777",18,"College"
"17778",18,"College"
"17779",18,"College"
"17780",18,"College"
"17781",18,"College"
"17782",18,"College"
"17783",18,"College"
"17784",18,"College"
"17785",18,"College"
"17786",18,"College"
"17787",18,"College"
"17788",18,"College"
"17789",18,"College"
"17790",18,"College"
"17791",18,"College"
"17792",18,"College"
"17793",18,"College"
"17794",18,"College"
"17795",18,"College"
"17796",18,"College"
"17797",18,"College"
"17798",18,"College"
"17799",18,"College"
"17800",18,"College"
"17801",18,"College"
"17802",18,"College"
"17803",18,"College"
"17804",18,"College"
"17805",18,"College"
"17806",18,"College"
"17807",18,"College"
"17808",18,"College"
"17809",18,"College"
"17810",18,"College"
"17811",18,"College"
"17812",18,"College"
"17813",18,"College"
"17814",18,"College"
"17815",18,"College"
"17816",18,"College"
"17817",18,"College"
"17818",18,"College"
"17819",18,"College"
"17820",18,"College"
"17821",18,"College"
"17822",18,"College"
"17823",18,"College"
"17824",18,"College"
"17825",18,"College"
"17826",18,"College"
"17827",18,"College"
"17828",18,"College"
"17829",18,"College"
"17830",18,"College"
"17831",18,"College"
"17832",18,"College"
"17833",18,"College"
"17834",18,"College"
"17835",18,"College"
"17836",18,"College"
"17837",18,"College"
"17838",18,"College"
"17839",18,"College"
"17840",18,"College"
"17841",18,"College"
"17842",18,"College"
"17843",18,"College"
"17844",18,"College"
"17845",18,"College"
"17846",18,"College"
"17847",18,"College"
"17848",18,"College"
"17849",18,"College"
"17850",18,"College"
"17851",18,"College"
"17852",18,"College"
"17853",18,"College"
"17854",18,"College"
"17855",18,"College"
"17856",18,"College"
"17857",18,"College"
"17858",18,"College"
"17859",18,"College"
"17860",18,"College"
"17861",18,"College"
"17862",18,"College"
"17863",18,"College"
"17864",18,"College"
"17865",18,"College"
"17866",18,"College"
"17867",18,"College"
"17868",18,"College"
"17869",18,"College"
"17870",18,"College"
"17871",18,"College"
"17872",18,"College"
"17873",18,"College"
"17874",18,"College"
"17875",18,"College"
"17876",18,"College"
"17877",18,"College"
"17878",18,"College"
"17879",18,"College"
"17880",18,"College"
"17881",18,"College"
"17882",18,"College"
"17883",18,"College"
"17884",18,"College"
"17885",18,"College"
"17886",18,"College"
"17887",18,"College"
"17888",18,"College"
"17889",18,"College"
"17890",18,"College"
"17891",18,"College"
"17892",18,"College"
"17893",18,"College"
"17894",18,"College"
"17895",18,"College"
"17896",18,"College"
"17897",18,"College"
"17898",18,"College"
"17899",18,"College"
"17900",18,"College"
"17901",18,"College"
"17902",18,"College"
"17903",18,"College"
"17904",18,"College"
"17905",18,"College"
"17906",18,"College"
"17907",18,"College"
"17908",18,"College"
"17909",18,"College"
"17910",18,"College"
"17911",18,"College"
"17912",18,"College"
"17913",18,"College"
"17914",18,"College"
"17915",18,"College"
"17916",18,"College"
"17917",18,"College"
"17918",18,"College"
"17919",18,"College"
"17920",18,"College"
"17921",18,"College"
"17922",18,"College"
"17923",18,"College"
"17924",18,"College"
"17925",18,"College"
"17926",18,"College"
"17927",18,"College"
"17928",18,"College"
"17929",18,"College"
"17930",18,"College"
"17931",18,"College"
"17932",18,"College"
"17933",18,"College"
"17934",18,"College"
"17935",18,"College"
"17936",18,"College"
"17937",18,"College"
"17938",18,"College"
"17939",18,"College"
"17940",18,"College"
"17941",18,"College"
"17942",18,"College"
"17943",18,"College"
"17944",18,"College"
"17945",18,"College"
"17946",18,"College"
"17947",18,"College"
"17948",18,"College"
"17949",18,"College"
"17950",18,"College"
"17951",18,"College"
"17952",18,"College"
"17953",18,"College"
"17954",18,"College"
"17955",18,"College"
"17956",18,"College"
"17957",18,"College"
"17958",18,"College"
"17959",18,"College"
"17960",18,"College"
"17961",18,"College"
"17962",18,"College"
"17963",18,"College"
"17964",18,"College"
"17965",18,"College"
"17966",18,"College"
"17967",18,"College"
"17968",18,"College"
"17969",18,"College"
"17970",18,"College"
"17971",18,"College"
"17972",18,"College"
"17973",18,"College"
"17974",18,"College"
"17975",18,"College"
"17976",18,"College"
"17977",18,"College"
"17978",18,"College"
"17979",18,"College"
"17980",18,"College"
"17981",18,"College"
"17982",18,"College"
"17983",18,"College"
"17984",18,"College"
"17985",18,"College"
"17986",18,"College"
"17987",18,"College"
"17988",18,"College"
"17989",18,"College"
"17990",18,"College"
"17991",18,"College"
"17992",18,"College"
"17993",18,"College"
"17994",18,"College"
"17995",18,"College"
"17996",18,"College"
"17997",18,"College"
"17998",18,"College"
"17999",18,"College"
"18000",18,"College"
"18001",19,"College"
"18002",19,"College"
"18003",19,"College"
"18004",19,"College"
"18005",19,"College"
"18006",19,"College"
"18007",19,"College"
"18008",19,"College"
"18009",19,"College"
"18010",19,"College"
"18011",19,"College"
"18012",19,"College"
"18013",19,"College"
"18014",19,"College"
"18015",19,"College"
"18016",19,"College"
"18017",19,"College"
"18018",19,"College"
"18019",19,"College"
"18020",19,"College"
"18021",19,"College"
"18022",19,"College"
"18023",19,"College"
"18024",19,"College"
"18025",19,"College"
"18026",19,"College"
"18027",19,"College"
"18028",19,"College"
"18029",19,"College"
"18030",19,"College"
"18031",19,"College"
"18032",19,"College"
"18033",19,"College"
"18034",19,"College"
"18035",19,"College"
"18036",19,"College"
"18037",19,"College"
"18038",19,"College"
"18039",19,"College"
"18040",19,"College"
"18041",19,"College"
"18042",19,"College"
"18043",19,"College"
"18044",19,"College"
"18045",19,"College"
"18046",19,"College"
"18047",19,"College"
"18048",19,"College"
"18049",19,"College"
"18050",19,"College"
"18051",19,"College"
"18052",19,"College"
"18053",19,"College"
"18054",19,"College"
"18055",19,"College"
"18056",19,"College"
"18057",19,"College"
"18058",19,"College"
"18059",19,"College"
"18060",19,"College"
"18061",19,"College"
"18062",19,"College"
"18063",19,"College"
"18064",19,"College"
"18065",19,"College"
"18066",19,"College"
"18067",19,"College"
"18068",19,"College"
"18069",19,"College"
"18070",19,"College"
"18071",19,"College"
"18072",19,"College"
"18073",19,"College"
"18074",19,"College"
"18075",19,"College"
"18076",19,"College"
"18077",19,"College"
"18078",19,"College"
"18079",19,"College"
"18080",19,"College"
"18081",19,"College"
"18082",19,"College"
"18083",19,"College"
"18084",19,"College"
"18085",19,"College"
"18086",19,"College"
"18087",19,"College"
"18088",19,"College"
"18089",19,"College"
"18090",19,"College"
"18091",19,"College"
"18092",19,"College"
"18093",19,"College"
